,regulon
183,"[TCF12,MYLK4,ATAD2B,ARIH1,ANKMY1,SDSL,ATXN7L3B,TMEM11,ARRDC3-AS1,LRR1,DUSP7,ATF7,EYA2,RP2,ITGB1,PIK3R1,UBE2N,TAX1BP1,FRMD4B,NAA20,GNAI3,LPL]"
184,"[AIMP2,ZNF251,C1orf122,CDC34,SNRNP27,GTF2A2,ZNF677,KNOP1,TAF7,ZNF528-AS1]"
185,"[NEAT1,SNHG7,NHP2,LPCAT4,IFT140,DDX3Y,SNRNP35,ZNF513,COMMD1,IER3IP1]"
186,"[LONRF1,BCAR3,FBP1,PTPN13,CAMK4]"
187,"[SETBP1,NEDD4L,KAT2B,ATP2A3,USP28,CAST,PSMG4,RSRC1,NOD1,MLLT10,PBX3,ZDHHC2,FAM126A,PHRF1,MTM1,CEPT1,ZNF516,SESN1,TNRC18,VWA8,CEP85L,ANKRD12]"
188,"[PRNP,ATP7A,YWHAH,HPCA,SERAC1,LYST,NCALD,CCNI,MEF2C,FXYD5,NCK1,CSF1R,C3AR1,CD27-AS1,TXNRD1,DVL1]"
189,"[CCT4,SNRNP48,KSR1,FXR1,INPP4A,CD63,BTRC]"
190,"[GOLGA8A,PFKP,AP4S1,TMOD1,ZNF608,ATXN7L3B,RCBTB2,ST6GAL1,HESX1]"
191,"[ZNF273,WDR74,CCNK,PSMD14,TLK1,MRPL20,TRADD,CHUK,ZNF43,SLC35E2B,LARP4,SLF1,FAM172A,LIG1,NBEAL1,ZNF264,TOP3A,CCDC73,ELP3,MED15,ACOX1,CCDC57,GTPBP4]"
192,"[MYCBP2,KCND2,CYP51A1,ERH,TMEM47,RRAS,CDC7,EFR3A,RHEB,ICA1,ABRACL]"
193,"[ARHGAP12,ZBTB18,FAM53B,CDS1,AFAP1,ADGRL2,TPST1,DACH1,PPP2R2C,ITPA,NPTN,NIPSNAP1,LCOR,PCNX4,TMPRSS9,TAF1C,FIS1,BEND6,LPAR1,APLP2,ABRACL,STMN3,EIF3I,ZNF267,GABRB2,TXNRD1,MFSD14A,SLC23A2,CALM1,CNIH1,VKORC1L1,MTIF2,MMGT1,AP2B1,NELFE,DLEU1,ZNF804A,IL1RAP,ZNF510,RNF2,EIF2AK1,COQ10B,KPNA1,SAV1,INO80,PSIP1,ODF2L,UQCR11,FAM210A,ZNF460,DHX37,LYPLA2,SLK,DNAJC5,PYROXD1,NFKB1,SNX9,POGZ,CDK17,TTF1,ANKIB1,ALDH18A1,IKZF1,PDE4D,MAPK6,ZKSCAN1,NFE2L2,DIP2C,SH3GLB1,CBWD6,OTUB1,CAP1,SF3B1,AREL1,CSTF1,MON2,HNRNPF,ZNF384,SCFD1,NPLOC4,ANTXR2,UBR7,EIF3J,ATP6V1E2,CD2BP2,METTL6,SNX19,BPGM,AP1M1,PPP2R2B,LMTK3,CDC34]"
194,"[SMN1,CHST12,HLA-DOA,SLC1A4,HESX1,ATP1A3,GABRR2,TP53I11,FBP1,ZNF30,SNX14,BAHD1,NAV2,SNUPN,TMOD1,KCNQ3,CLK2,FBXO22,ARID5A,LINGO1,ZNF577,ABI2,AGGF1,GOLGA8A,NUP43,CDC42BPB,MED23,TEP1,CDK7,TESPA1,TRMT1]"
195,"[MIAT,DYNC2H1,ITGB2,ALDH1A1,SCRT1,TJAP1,P2RY14,GIGYF1,RABL2B,SHC2,WDR48,C15orf41,LINC00891,SMU1,CDK9,ZC4H2,LCMT1-AS1,NUDCD3,ZCCHC9,EAPP,ARHGAP17,ZNF562,LSR,MKNK1]"
196,"[NRXN2,THAP3,RCL1,ABCA3,PPP2R5B,SRSF3,DUSP8]"
197,"[TOR4A,SKAP1,SLC30A4,LMO2,FOXN2,RHOBTB2,PTER,EHBP1L1,MPC2,E2F6,TCEAL8,ZCRB1,PAK3,FBXO5,ELOVL1,KIAA1217,NTPCR,KIF3B,FAM234A,KCND3,SGCZ,C4orf3,PSEN2,MZT2A,AP1S1,NRCAM,KCNAB2,RAD9B,JADE1,ZNF333,DIAPH1,ABT1,CDKL1,EBPL]"
198,"[HMGA1,VPS4A,SLC37A3,SORBS1,EOGT,SCCPDH]"
199,"[FAM3B,METRNL,DGKB,UBQLN2,UGCG,CRYBG3]"
200,"[ECT2,GAS5,SNHG15,PSPH,LSM12,USP36,SRFBP1,NCAPH,PDXK,GDA,PHYKPL,ZNF630,SPAG6,GUF1,TBC1D25,ANKRD12,BASP1,EZH2,FKBP5,ZBTB24,SUN1,TRMT44,OSBPL1A,HCG18,CHD2,CDH8,BAZ1A,DNA2,SPOP,DCAF12,ACAD9,HK1,METTL15,TRA2A,ALS2,PROS1,HMGN4,UBAP1,SYNM]"
201,"[NDOR1,STK32B,EME2,NGRN,GAS5,C19orf53,FANCC,MVB12A,TRAM2,ZNF513,DYNC1I2,YARS,ANAPC11,MASTL,POLD3,MAP3K7,PSMB1,PIGM,ARHGAP19,PSMA6,URB1,OSGIN2,ALG8,MRPS21,FOXN2,PLGRKT,LPGAT1,MFN1,LDHA,MCM7,PARP16,RMDN2,DDX11,LUC7L2,TMEM161B,GEMIN8,PIK3R4,SGIP1,SUMO1,FANCI,ROCK2]"
202,"[ZNF549,PGAP2,MMGT1,SERPINB8,NECAP1,DYNC2LI1]"
203,"[POLDIP2,NGRN,TAF13,SH3BGRL3,MORF4L2,BRD3,TSSC4]"
204,"[NAT9,ANAPC1,MAGED1,CDK11A,PPP1R35,MFSD11,WDR5B,FBXO33]"
205,"[P2RY1,SYS1,ALG1L2,PTPN2,NXT1,IDH2,GFM2,CNTN5,UBAP1,ZNF644,KSR1,UBA6,CREBBP,PLEKHM1,ADNP2,VRK3,CCSER2,SCLT1]"
206,"[FKBP9,HMGN1,SFSWAP,KIAA1211L,JADE2,ZNF778,PDS5A,CAMSAP2,PATL1]"
207,"[DLST,CUL3,RRP12,CCDC65,HAX1,SV2B,SPDL1,LONRF1,AAR2,LYPLA2,PPP1CC,LTN1,GABARAPL1,NCALD,SLITRK4]"
208,"[DCAF5,TMEM266,USP12,LPAR1,POGZ,LIG4,MYO9A,CYP1B1,ANO10,FNIP1,BRAF]"
209,"[RASSF7,ADAMTS10,RPAP3,PRKCE,RRM2,REPS1,DALRD3,FIP1L1,ZSCAN21,ACAD9,MFSD14B,DTNB,DIS3L,METAP2,FDX1]"
210,"[ZNF595,RABGEF1,ARHGAP22,AKT3,HDHD3,TTL,EPB41L1,TUBB4A,ZNF324,WBP1,ZNF528,STXBP1]"
211,"[CCAR2,PSMC1,CLCN7,UQCRH,ZNF549]"
212,"[KCTD20,GPD2,NRG1,ERO1A,COPS2,TSTD2,NAP1L1,PDCD10,FAM217A,NEFM,ERH,SEC23IP,SYNPR,TES,EGLN1,RRBP1,SLC16A3,MAGT1,TCF12,CUL4A,CTDSPL2,MAK16,ZNF580,MT1X,ARPC4,PXN,TBC1D30,C11orf74,VAPA,RNF34,KDM8,UGCG,ACSL1,REEP3,RTN1,NLGN4Y,FAM169A,ARFGAP3,MAPK8,EIF4E,CLINT1,GNAI3,CWF19L1,DUSP28,VPS37B,UBALD1,RAB7A,QRICH1,SPAG9,JAK1,WDR43,TAF4,NFKB1,CHN1,GNL3,NCK2,GEN1,SRBD1]"
213,"[CDIP1,SHISA4,ZNF30,GNAS,CCDC170,PMEPA1,THY1,RAB3C,TREM2,PCSK1N]"
214,"[CTNNA2,RNF103,NUDT12,PKP4,HSPA4L,GABRG1]"
215,"[TMEM167A,ERLEC1,TELO2,MICU2,BFAR,DALRD3,FAM172A,GPATCH2,ZNF639,FLOT1,POLR2K,NUDT12,PRKD1,DISP1]"
216,"[DIAPH3,JRK,FBXO33,RBFOX2,DRC3]"
217,"[IL12RB1,IFIT3,SREBF1,MRPL33,CNIH4,NAXD,FUT8,UBIAD1,CFLAR-AS1,ZBTB39,RUSC2,CPT1B,MTMR4,SOX6,TMEM161B,ARSB]"
218,"[RSRC1,FAM118B,WWP2,ATP6V1H,MRRF,VTI1B,ARIH1,TBC1D23,CORO1C,MIPOL1,NBEA,FBXO4,TMPO,NNT-AS1,CUL5,TMEM117,SIRT1,ZFAND6,MARCH7,ITSN2,SUB1,WDR81,MFSD8]"
219,"[SMIM14,SMARCC1,SCAMP2,TP53I3,DNAJC21,ZNF302,TCTEX1D1,WDR4,MRPL44,ITSN1,CHMP1A,AKT1,IL10RB,MBTPS1,SLC41A3,PHKA2,SNRPE,SYF2,SLC25A45,TNRC6B,NTAN1,CUL9,INTS10,C11orf54,ATF2,FOXK1,PAFAH1B2,MFSD11,COX10,TXNL4B,EYA3,ZNF76,PUS3,FBXO28,EXTL3,STAB1,ZNF317,ENOX2,SLC35F3,TEFM,ATAD2,TBC1D15,GOLGA5,NNT,GALNTL6,LIFR,FAF1,SENP1,WNK1,PEF1,ECH1,RNH1,DHX8,UCK2,CROT,TAPT1,GMPS,PCMTD2,SMAP1,ANP32A,CHFR,PHACTR4,BLOC1S5,SNRNP27,NLGN4Y,GNPNAT1,PIM1,CENPQ,TCHP,ZC3H15,BTBD7,MICU2,ORC6,SETD5,PHRF1,RDX,DTNBP1,FARS2,DPY19L4,JPX,SASH3,JADE2,CHKB,LGALS3BP,ZNF567,ACO1,TM7SF3,BAZ2B,GAK,MALSU1,PRPF40B,ZRANB3,PPFIA1,HMGB2,ZKSCAN3,PDE4DIP,ASCC2,TBRG1,PPCDC,DENND4A,ZNF518A,COMMD10,TAF5L,CSNK1G3,PLCD1,RUFY1,SLC8A1,FBXW7,AKAP10,PCBP2,GPAT3,PIGS,ZNF197,SCMH1,SSBP2,CGGBP1,CBX7,KTN1,KBTBD8,UBE2R2,AIDA,PMM2,AVIL,FBL,GALNT10,FAM120C,PAK2,MAPKAPK5,GPM6B,ATF6B,KDM1B,BACH2,NR1H2,WDR3,PICALM,SH3KBP1,HNRNPLL,LUZP1,RALA,TXK,MAP3K9,FBXL19,VMA21,IVD,PDSS1,POLD3,WDYHV1,PIK3C3,SOGA1,CCDC66,SCAF8,PRCP,ALDH1A2,KLHL28,TMA16,CMTM3,MARCH9,MAGED2,DR1,HM13,LRP12,CDC73,AFTPH,STON2,UBA52,CASP3,RBM39,LEMD2,POLR2K,RBM18,LINC00847,PPP3R1,SNN,LMTK2,IRF1,POU2F1,CASC15,SMARCA2,THAP12,PNPLA6,CNGA1,CEP192,MMADHC,DIRAS1,TAF3,COX7C,SCOC,RBCK1,NAT9,CA8,LINC00623,PRPS2,AP4B1,MIR210HG,CENPF,MAN2A1,SLC36A4]"
220,"[ZNF101,TTC14,U2AF1L5,ZNF808,COL8A2,TMEM260]"
221,"[CYP4V2,TRIM59,TUBB2A,ZSCAN18,SMIM19,CASC4,IFT20,METTL6,DUS1L,MKRN2,IDI1,MRPS22,ZNF227,ATP13A1,MSH2,FBRSL1,YIPF3,JPH3,CCDC9,ABCA3]"
222,"[CAMLG,ENTPD5,RPRD2,GALNT9,ATG4C,GPAT4,HERC1,ANXA7,AGAP4,ZNF512,INF2,ADCK5,PRKCI,TMEM147,EIF1B,SHPRH,ZDBF2,ANKRD6,MAN1A1,FNDC3B,USP28,PNPLA6,GPCPD1,CDK8,PCM1,PPIG,EPC1,ZFYVE26,ANKHD1,LRRC37A3,KDM2A,MAK,ATF2,WBP1,MAP2,MICU2,ZNF83,TAF8,FUT10,EIF2S3,WDR33,DDX17,ACSF2,HLA-B,UVRAG,ATXN2,ATPAF2,WASL,SLC33A1,PHF20L1,INTS8,CORO1B,LSM14A,RNF130,GOLPH3,ICK,RRAGB,ABCA1,SLFN11,GLRX3,PHF12]"
223,"[TEX264,SPATA9,DIAPH3,B3GALNT1,DLGAP1]"
224,"[GNA12,CACNG8,TAP2,LINC-PINT,RHOBTB2]"
225,"[RCOR3,ADSS,MPPED2,PRKD1,CACNB2,ZNF146,RALA,FNDC3A,NT5C2,ATF2,INSL6,ZNF644,DACH1,CASC15,FBXO34,DDX46,HEIH,PSMG2,SDE2,SCLT1,SMC5-AS1,E2F3,SRSF6,RAB11A,AP3S2,KXD1,TBC1D23,OPTN,UBE2H,FBXW7,EPHB2,CEP89,HERC1,GNPNAT1,RAP2A,GPBP1,NR2C2,AHCYL1,ATXN1,PPIL4,USP36,ZNF106,DNTTIP1,CAMTA1,CHMP2B,JAK2,SOCS4,PPHLN1,UBE2E3,KMT2E,SCMH1]"
